iter	Logloss
0	0.6745406015
1	0.6500541687
2	0.6308262961
3	0.6131020137
4	0.5937518529
5	0.5776238578
6	0.5605710711
7	0.5422835759
8	0.5277441842
9	0.5136340005
10	0.4999777658
11	0.48569761
12	0.4704800197
13	0.4573164804
14	0.4457312993
15	0.4337339401
16	0.4177795955
17	0.4061605453
18	0.3948593412
19	0.3819862366
20	0.371697998
21	0.3615661894
22	0.351127679
23	0.3396286283
24	0.3301651273
25	0.3187600272
26	0.3083125251
27	0.3002295358
28	0.2918350492
29	0.2829077857
30	0.2748900277
31	0.2676502228
32	0.2606810161
33	0.253433391
34	0.2465322767
35	0.2383243561
36	0.2318412781
37	0.2252953666
38	0.2196496419
39	0.213980157
40	0.2089574133
41	0.2042517662
42	0.1993000031
43	0.1938049589
44	0.1889114107
45	0.1844553811
46	0.180422524
47	0.1761190959
48	0.1711362158
49	0.1674086571
50	0.1634933335
51	0.1592941693
52	0.1553074156
53	0.1501805169
54	0.1464260919
55	0.1429341725
56	0.139598465
57	0.1362925529
58	0.1330983571
59	0.1304957117
60	0.1275325366
61	0.1248094286
62	0.1214584759
63	0.1182734898
64	0.1149850709
65	0.1117872034
66	0.1094216347
67	0.1068938323
68	0.1036494119
69	0.1005281448
70	0.09732295445
71	0.0953421184
72	0.09352015087
73	0.09146631786
74	0.08942530496
75	0.0876210962
76	0.0855679512
77	0.08384675298
78	0.08221777507
79	0.08058238029
80	0.07924954551
81	0.07757903508
82	0.07615872111
83	0.07481306621
84	0.07371557781
85	0.07231567247
86	0.070462186
87	0.06921768188
88	0.06752739634
89	0.06610513415
90	0.06486812319
91	0.0634239878
92	0.06243938719
93	0.06125813893
94	0.06008904321
95	0.05878902844
96	0.05768497331
97	0.05660817964
98	0.05546478544
99	0.05435671806
100	0.05319647789
101	0.05244457722
102	0.05149123669
103	0.05049305984
104	0.049336086
105	0.04845586504
106	0.04736417362
107	0.04613952637
108	0.04515277318
109	0.0442070416
110	0.04345687798
111	0.04251742363
112	0.04198158809
113	0.04139763968
114	0.0407052006
115	0.04008746828
116	0.03933034624
117	0.03882188456
118	0.03817231315
119	0.03750084128
120	0.03683490753
121	0.03587950979
122	0.03532766955
123	0.03455788067
124	0.03405519894
125	0.03349773543
126	0.03310899053
127	0.03263340678
128	0.03205239092
129	0.03153751918
130	0.03104263714
131	0.03062391281
132	0.03033937046
133	0.0295907259
134	0.02922457967
135	0.02871415615
136	0.02823619161
137	0.02785079479
138	0.02757241045
139	0.02718041965
140	0.0266458886
141	0.02638859919
142	0.02609705755
143	0.02567806244
144	0.02543514626
145	0.02500359671
146	0.02477537223
147	0.02450009414
148	0.02418308088
149	0.02382362229
150	0.0235707828
151	0.0232539756
152	0.02295878274
153	0.02269263608
154	0.02244754178
155	0.02213252613
156	0.02179797547
157	0.02160699027
158	0.02122489384
159	0.02102321897
160	0.02076017175
161	0.02049092225
162	0.02019492388
163	0.01995475973
164	0.01960635526
165	0.01937843561
166	0.01917340415
167	0.01896573816
168	0.01877714396
